Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Bermuda,,0,0,0,0,0,0,0,0,0,0,0,0
Canada,,26303.35366,26724.4366,24696.1837,25075.37881,21481.84377,22965.55486,23934.48655,21152.25268,23538.75677,14616.64863,14732.39132,10760.76349
Greenland,,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,,3380.78894,4249.41029,6940.15232,8544.01535,5097.08773,8438.19346,8761.17069,6322.85796,5402.62639,6847.70147,8918.90042,8727.61633
Saint Pierre and Miquelon,,0,0,0,0,0,0,0,0,0,0,0,0
United States,,16534.40143,22312.81678,20117.1768,27802.65364,34153.49267,33989.62857,40313.55026,38806.43159,37810.66524,22985.20687,20566.66851,14505.37911
Antarctica,,0,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,,1079.12975,1068.67984,1111.12985,932.56643,1037.40727,1056.73078,1188.24755,1514.57581,1837.55304,1929.04488,1495.36252,2251.80165
Aruba,,0,0,0,0,0,0,0,0,0,0,0,0
Bahamas The,,0,0,0,0,0,0,0,0,0,0,0,0
Barbados,,0,0,0,0,0,0,0,0,0,0,0,0
Belize,,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,,16364.91444,16102.56434,16640.49228,17222.51268,17776.9753,17021.34086,16423.8881,18122.43968,18976.29005,14218.05284,19522.35306,21827.42941
Cayman Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Chile,,4883.39365,3164.26192,3400.63054,3536.21484,5477.08752,5093.78079,5854.37563,7459.34097,8339.21692,7357.95037,7966.4042,8232.57932
Colombia,,0,0,2.20462,1.10231,2.81089,0,0,0,0,0,0,0
Costa Rica,,0.49604,0.70857,31.40485,84.95514,67.30713,33.06934,67.17485,137.78892,133.99697,116.38203,103.90387,107.87219
Cuba,,45.08453,28.10894,60.29643,42.8248,41.68942,36.56367,40.78552,44.57747,39.40763,30.46789,26.49957,26.88537
Dominica,,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,,102.11812,223.31726,257.30152,1165.36357,856.6282,524.19314,892.79504,919.31665,957.51174,940.00703,897.95386,1089.05055
Ecuador,,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,,0.66139,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,0,0,0,0,0
Falkland Islands (Islas Malvinas),,0,0,0,0,0,0,0,0,0,0,0,0
French Guiana,,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,,0,0,0,0,0,0,0,0,0,0,0,0
Guadeloupe,,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,,237.32764,220.46227,429.73608,474.36867,407.4253,450.02964,295.91548,511.9134,525.42773,380.65016,629.12216,517.0171
Guyana,,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,,148.62464,135.70555,186.11425,185.93788,191.51558,201.72298,135.441,141.77929,227.64934,189.32198,196.89486,259.51716
Jamaica,,58.4225,58.64296,97.0034,93.69647,102.51496,66.57961,35.27396,39.68321,84.91104,36.49753,59.52481,61.79557
Martinique,,0,0,0,0,0,0,0,0,0,0,0,0
Montserrat,,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,,0,0,40.3005,40.78552,75.9713,71.81559,108.12572,72.3006,66.59063,74.72569,75.47526,75.47526
Panama,,66.13868,69.44562,49.60401,0,1.96211,1.96211,252.17577,246.41068,34.50235,69.02674,118.54256,87.44636
Paraguay,,0,0,0,0,0,0.33069,0.22046,0.36376,0.31967,0.18739,0.18739,1.23459
Peru,,915.79697,740.97149,1137.79476,1033.73657,1075.08427,1249.91085,1119.61765,1355.51228,1017.03655,840.6998,1068.39324,1033.4169
Puerto Rico,,176.36982,170.85826,485.017,1521.18968,1433.00477,1466.07411,1653.46704,1653.46704,1653.46704,1653.46704,1653.46704,1653.46704
Saint Kitts and Nevis,,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent/Grenadines,,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,,0,0,0,0,0,0,0,0,0,0,0,0
Turks and Caicos Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,,0.79366,1.59835,2.55736,1.92904,2.35895,3.04238,3.50535,4.29901,2.60145,3.00931,4.73994,2.84396
Venezuela,,0,0,0,0,0,0,104.90697,42.00909,0,0,27.55778,0
Virgin Islands  U.S.,,283.29402,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands British,,0,0,0,0,0,0,0,0,0,0,0,0
Albania,,47.39939,70.54793,14.33005,9.9208,9.9208,14.33005,14.33005,14.33005,14.33005,233.69001,259.04317,24.25085
Austria,,4856.78385,5337.3916,5627.29949,5658.16421,6321.75565,6377.97353,6024.13158,6504.73933,6101.29337,4364.05067,4764.1897,5072.83688
Belgium,,13970.69417,15327.63945,11457.42427,10796.03746,11306.40761,10099.37668,9273.74547,8762.273,9439.09217,5684.61968,6545.52485,5364.94939
Bosnia and Herzegovina,,0,0,0,0,329.5911,652.56832,693.35385,740.75323,780.43644,899.48607,1378.99151,1367.9684
Bulgaria,,4003.59486,4462.15638,4415.85931,4607.66148,5328.57311,4631.91233,4489.71417,5638.3226,6088.06564,3144.89431,3137.17813,3643.13904
Croatia,,1001.63065,824.5289,1099.00443,1263.24882,1456.15331,1172.85929,1309.5459,1318.36439,1491.42727,866.41673,1322.77363,1814.4045
Cyprus,,55.11557,65.03637,72.75255,56.21788,44.09245,70.54793,70.54793,37.47859,46.29708,29.76241,19.8416,19.8416
Czech Republic,,1870.62238,1906.99865,1940.06799,2200.21347,2621.29641,1955.50035,2978.44529,3624.39975,3129.46195,2837.34944,3254.02313,3231.97691
Denmark,,7124.23832,7666.57551,6945.66388,10523.76655,8415.04492,6687.72302,9619.87123,8991.55376,8386.38482,7420.76007,5061.81376,6785.82873
Faroe Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Finland,,6147.59045,7338.08672,6907.08298,11727.49055,9697.03303,5762.88379,7938.84641,7982.93887,6840.9443,6828.81887,7011.80256,8174.74104
Former Czechoslovakia,,--,--,--,--,--,--,--,--,--,--,--,--
Former Serbia and Montenegro,,593.04351,509.26785,434.31068,716.50238,1143.09688,1482.60878,--,--,--,--,--,--
Former Yugoslavia,,--,--,--,--,--,--,--,--,--,--,--,--
France,,22575.33664,19108.56742,21508.29925,20205.36722,22906.03005,23602.69083,24128.49335,22134.4121,24983.88696,18194.7513,20786.28531,17326.12995
Germany,,39386.68719,46703.82999,43549.01488,44260.00571,48460.9143,45092.25078,50565.22668,56225.59552,54897.31033,45914.57506,55154.14887,49263.39697
Germany East,,--,--,--,--,--,--,--,--,--,--,--,--
Germany West,,--,--,--,--,--,--,--,--,--,--,--,--
Gibraltar,,0,0,0,0,0,0,0,0,0,0,0,0
Greece,,1373.47995,1506.85963,1095.69749,827.83583,901.69069,716.50238,425.49218,675.71686,747.3671,328.48879,718.70701,595.24813
Hungary,,2089.98234,1851.88308,1591.7376,1791.25596,2105.4147,2599.25019,2738.14142,2953.09213,3042.37935,1899.28247,2280.6822,2053.60606
Iceland,,163.14208,154.32359,160.93746,152.11897,171.96057,165.3467,147.70972,191.80218,141.09585,149.91434,144.40279,146.60741
Ireland,,3068.83482,3380.78894,3223.15842,3014.82157,3302.52483,3390.70974,2950.88751,2567.28316,2832.94019,2300.52381,1755.982,2547.44155
Italy,,21531.44779,22185.11842,21926.07525,24410.68506,28396.64293,27564.39786,27949.10452,27979.96924,27922.64905,20856.83323,23959.83971,25744.4818
Kosovo,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.3433,68.3433
Luxembourg,,190.69987,211.64378,126.76581,97.0034,141.09585,135.5843,163.14208,134.48199,136.68661,124.56118,124.56118,109.12882
Macedonia,,162.03977,152.11897,182.98369,349.4327,240.30388,232.5877,197.31373,156.52821,127.86812,17.63698,68.3433,68.3433
Malta,,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,,--,--,--,--,--,--,13.22774,22.04623,30.86472,41.88783,0,0
Netherlands,,25461.18778,34179.36832,24585.95256,24540.7578,25334.42198,22934.69015,25752.19798,29323.68679,23554.18913,22070.47804,22831.07288,27158.74728
Norway,,1611.57921,1437.41401,1128.76683,1159.63155,1348.12679,1156.32462,1013.02414,1159.63155,1211.44018,774.92489,1232.3841,1285.29505
Poland,,1674.81881,2130.87809,3056.96293,2803.17779,2732.62986,3845.96433,5921.61662,6670.08604,11503.72135,11990.94297,15172.21355,16359.40289
Portugal,,7018.41643,5298.81071,6267.74239,5905.08195,5794.85082,5817.99936,6373.56428,5272.35523,4225.15944,5579.9001,3057.81171,4140.28147
Romania,,3370.86814,4015.72028,4668.28861,4738.83653,5295.50377,5288.8899,5094.8831,6687.72302,4645.14007,1930.14719,2249.81748,2880.33958
Serbia,,--,--,--,--,--,--,1815.50681,1632.52312,1775.8236,1169.55235,1472.68798,1481.50647
Slovakia,,6406.63362,6553.24103,6075.94021,6685.5184,6760.47557,6900.46911,6738.42934,7345.8029,6671.18835,5967.9137,5534.70534,5616.27638
Slovenia,,573.20191,558.87186,693.35385,690.04691,761.69715,715.40007,720.91163,762.79946,1040.58192,621.70361,665.79606,615.08974
Spain,,24014.95528,21008.9522,27251.34143,23997.3183,27164.25883,27438.73436,26300.04673,27089.30166,23337.03379,18914.56062,14353.19621,18004.05144
Sweden,,3769.90485,3823.91811,3666.28758,4057.60811,4063.11967,3963.91165,3603.45583,3798.56494,3500.94088,2253.12442,3893.36372,3626.60437
Switzerland,,311.95411,213.8484,174.16519,125.66349,221.56458,175.26751,296.52176,368.17199,287.70326,298.72638,235.89463,210.54147
Turkey,,15127.01879,9437.98986,13654.33081,18381.04192,18537.57013,19592.4821,22893.90463,25779.75577,21721.04534,22749.50184,23706.3081,26433.4264
United Kingdom,,26377.20852,39351.41322,31884.35607,36231.87208,41003.77795,49468.42688,56810.92285,48979.00064,49159.7797,42268.12908,29381.00698,35883.54169
Armenia,,143.30048,154.32359,132.27736,121.25425,110.23114,88.18491,77.18384,110.23114,66.13868,66.13868,55.11557,66.13868
Azerbaijan,,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,,716.50238,360.45581,392.42284,349.4327,369.27431,241.40619,207.23454,173.06288,138.89123,147.70972,144.40279,144.40279
Estonia,,1620.3977,1393.32156,855.39361,1288.60198,1365.76377,257.94086,104.71958,194.0068,169.75595,58.4225,78.26411,73.85486
Former U.S.S.R.,,--,--,--,--,--,--,--,--,--,--,--,--
Georgia,,13.22774,22.04623,18.73929,47.39939,6.61387,14.33005,7.71618,37.47859,119.04963,101.41265,8.81849,17.63698
Kazakhstan,,1427.49321,1168.45004,2487.91674,2669.79811,1646.85317,2018.3321,1561.9752,1250.02108,1155.2223,1047.19579,1156.32462,1057.11659
Kyrgyzstan,,823.42659,381.39973,978.85249,1189.39396,1134.27839,1117.74372,1060.42353,719.80932,634.93134,553.3603,621.70361,621.70361
Latvia,,100.31033,108.02651,123.45887,144.40279,111.33345,136.68661,182.98369,168.65364,187.39293,145.5051,201.72298,304.23794
Lithuania,,160.93746,130.07274,261.24779,340.61421,308.64718,342.81883,467.38002,425.60242,439.05061,248.02006,370.37662,450.84535
Moldova,,159.83515,163.14208,174.16519,300.931,203.9276,182.98369,194.0068,199.51836,227.07614,149.91434,199.51836,169.75595
Russia,,28323.89038,31024.55321,23006.34038,27939.18372,24948.613,25128.28975,28808.90738,26323.19527,34646.74834,26857.81627,28369.08515,27260.15992
Tajikistan,,8.81849,8.81849,8.81849,9.9208,8.81849,8.81849,7.71618,9.9208,12.12542,15.43236,19.8416,5.51156
Turkmenistan,,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,,7303.91507,7637.91541,7435.09012,12683.1945,11631.58947,8179.15029,12209.20062,16806.9413,15486.37229,8959.58673,13745.82265,15550.30635
Uzbekistan,,1102.31136,1069.24202,1036.17268,1003.10334,595.24813,154.32359,231.48539,220.46227,286.60095,220.46227,132.27736,132.27736
Bahrain,,0,0,0,0,0,0,0,0,0,0,0,0
Iran,,1146.40381,992.08022,923.73692,1046.09348,1004.20565,1040.58192,940.27159,1076.9582,961.21551,704.37696,1364.66146,1369.07071
Iraq,,0,0,0,0,0,0,0,0,0,0,0,0
Israel,,10931.73198,12587.62411,14050.50151,13552.58747,14110.57748,13982.8196,14061.19393,14870.18024,14080.92531,13054.67343,13569.45284,13569.45284
Jordan,,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,,220.46227,220.46227,220.46227,220.46227,220.46227,220.46227,220.46227,220.46227,220.46227,220.46227,374.78586,318.56798
Oman,,0,0,0,0,0,0,0,0,0,0,0,0
Palestinian Territories,,3.30693,4.40925,4.40925,0,0,0,0,0,0,0,0,0
Qatar,,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,,0,0,0,0,0,0,0,0,0,0,0,0
Syria,,9.9208,9.9208,4.40925,9.9208,9.9208,9.9208,9.9208,9.9208,9.9208,9.9208,9.9208,9.9208
United Arab Emirates,,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,,726.42319,859.80286,1308.44358,1081.36744,1287.49967,1024.04725,1171.75698,1213.64481,1211.44018,435.41299,552.25799,552.25799
Angola,,0,0,0,0,0,0,0,0,0,0,0,0
Benin,,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,,102.51496,26.45547,27.55778,28.6601,20.94392,18.73929,18.73929,16.53467,3.30693,3.30693,3.30693,0
Burkina Faso,,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,,0,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,,0,0,0,0,0,0,0,0,0,0,0,0
Chad,,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Brazzaville),,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Kinshasa),,151.01666,142.19817,146.60741,158.73284,173.06288,178.57444,190.69987,207.23454,223.76921,229.28076,252.4293,252.4293
Cote dIvoire (IvoryCoast),,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,,2065.73149,1850.78077,1985.26276,2058.01531,2099.90314,2053.60606,2008.4113,1965.42115,1923.53332,1888.25936,1843.06459,1843.06459
Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,,0,0,0,0,0,0,0,0,0,0,0,0
Gambia The,,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,,72.75255,72.75255,109.12882,101.41265,119.04963,98.10571,132.27736,121.25425,120.15194,104.71958,110.23114,106.9242
Lesotho,,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,,0,0,0,0,0,0,0,0,0,0,0,0
Libya,,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,,11.02311,11.02311,11.02311,11.02311,11.02311,18.80984,16.62396,11.24688,14.58578,15.93612,16.53467,16.53467
Malawi,,2.86601,4.51948,27.55778,14.33005,28.54986,26.67593,15.54259,12.34589,9.14918,2.20462,0,0
Mali,,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,,245.15405,383.0532,343.92114,319.00891,365.74691,417.77601,540.13257,714.29776,669.103,617.29436,728.62781,728.62781
Morocco,,4367.35761,5660.36883,5612.96944,5390.30255,5132.36169,5429.98576,5402.42797,5532.50071,4918.51329,4518.37426,4655.06087,5357.23321
Mozambique,,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,,3.30693,4.40925,0,8.81849,1.10231,22.04623,70.54793,84.87797,455.25459,212.74609,149.91434,149.91434
Niger,,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,,5.51156,0,0,0,0,0,0,0,3.30693,0,0,0
Reunion,,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,,0,0,0,0,139.99354,167.55133,184.086,236.99694,236.99694,279.98709,291.0102,393.52516
Seychelles,,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,,1222.4633,1240.10028,1743.85657,1748.26582,1852.9854,2049.19682,2042.58295,1965.42115,2651.05882,2178.16725,2030.45752,1442.92557
Sudan and South Sudan,,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,,221.58674,218.13055,203.08709,173.00005,169.23919,137.7607,165.3467,172.12592,176.36982,146.04523,146.04523,146.04523
Tanzania,,0,0,0,0,0,0,0,0,0,0,0,4.40925
Togo,,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,,128.97043,117.94732,100.31033,28.6601,0,0,0,0,0,0,0,0
Uganda,,0,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,,42.99014,42.99014,42.99014,42.99014,42.99014,57.32019,54.01326,54.01326,44.09245,46.29708,50.70632,50.70632
Afghanistan,,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,,0,0,0,0,0,0,0,0,0,0,0,0
Australia,,0,0,0,0,0,0,56.21788,48.5017,7.71618,6.61387,15.43236,60.62712
Bangladesh,,727.5255,771.61795,771.61795,771.61795,771.61795,771.61795,771.61795,771.61795,881.84909,881.84909,881.84909,934.76003
Bhutan,,55.11557,0,0,0,0,0,0,0,0,0,0,0
Brunei,,0,0,0,0,0,0,0,0,0,0,0,0
Burma (Myanmar),,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,,0,0,0,0,0,0,0,0,0,34.17165,37.47859,47.39939
China,,2401.93645,2932.14822,12408.71897,12235.3254,20704.71427,28904.80847,42133.6471,53559.10434,43288.8694,124405.7577,163821.105,192498.8373
Cook Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,,18.73929,16.53467,17.96768,18.18814,0.22046,0,0,0,0,0,0,0
French Polynesia,,0,0,0,0,0,0,0,0,0,0,0,0
Guam,,0,0,0,0,0,0,0,0,0,0,0,0
Hawaiian Trade Zone,,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,,6715.52111,8855.56932,9609.8402,11768.89116,11785.46111,11932.61637,12570.27262,13515.92239,12505.85796,13593.45456,11381.35376,13810.72344
India,,25736.76562,25167.97296,28114.45122,25989.19492,34528.80103,45420.73957,52654.10671,59571.11049,67113.12481,83345.76189,64024.44838,86827.96348
Indonesia,,154.32359,33.06934,22.04623,41.88783,106.9242,108.02651,122.35656,74.95717,123.45887,76.05948,60.62712,60.62712
Japan,,168586.397,172775.1802,181881.3743,188239.5062,205602.0125,198739.0219,199678.1912,208983.9037,205919.4781,182088.6089,206701.0169,194070.7333
Kiribati,,0,0,0,0,0,0,0,0,0,0,0,0
Korea North,,319.67029,426.5945,404.54827,412.26445,422.18525,445.33379,457.45921,393.52516,417.77601,424.38987,651.46601,440.92454
Korea South,,67944.26758,71613.86209,75852.24927,77583.98042,84925.37407,81833.39071,84122.8914,94082.27454,107061.9908,109873.9871,125807.8978,138164.8081
Laos,,0,0,0,0,0,0,0,0,0,0,0,0
Macau,,1.17396,1.13648,1.05381,1.51127,1.72512,1.34592,1.32608,1.46938,0,0,0,0
Malaysia,,3060.01633,4659.47012,6018.62002,8295.99529,9525.63243,11182.57396,11993.92031,14731.28901,17004.25503,15958.16155,22858.63066,23689.77343
Maldives,,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,,47.39939,11.02311,0,0,0,0,0,2.20462,2.20462,0,0,0
Nauru,,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,,455.25459,531.31408,238.09925,308.64718,273.37322,442.02686,263.45241,346.12577,324.07954,338.40959,353.84195,353.84195
New Caledonia,,279.98709,285.49864,304.23794,345.02346,309.74949,286.60095,311.95411,268.96397,404.54827,278.88477,278.88477,278.88477
New Zealand,,34.17165,55.11557,98.10571,469.58464,978.85249,1203.724,1371.27533,804.68729,669.103,778.23182,276.68015,189.59755
Niue,,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,,1047.19579,1191.59858,1739.44733,3074.34638,3645.34367,3133.8712,4685.92559,6599.53811,5129.05476,5134.56631,4703.56257,2856.08873
Papua New Guinea,,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,,8067.81684,8492.20671,7736.02112,7603.74376,7777.90895,7853.96844,8632.20026,8681.80427,10167.71998,8307.01841,12274.23699,12494.69926
Samoa,,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,,0.41888,0.9323,11.62608,14.62767,13.76346,4.40925,7.71618,13.22774,7.71618,6.61387,13.22774,12.12542
Solomon Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,,2.20462,1.10231,29.76241,105.82189,28.6601,103.61727,78.26411,76.05948,80.46873,111.33345,120.15194,156.52821
Taiwan,,50410.05431,54112.17032,57756.59135,60770.20148,67176.15167,66764.62577,69058.56768,72533.43448,70814.16607,64711.95337,69933.40276,73514.7352
Thailand,,4702.79095,5448.71403,6168.51232,7833.69693,8317.95333,9441.42907,12298.48784,15328.74177,17650.20949,18581.66259,18751.41854,18325.92635
Timor-Leste (East Timor),,--,--,--,0,0,0,0,0,0,0,0,0
Tonga,,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Pacific Islands,,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,,0,0,0,0,0,649.26139,834.4497,870.82597,889.56527,916.02074,1130.97145,1774.72129
Wake Island,,0,0,0,0,0,0,0,0,0,0,0,0
